Component,ConfigName,FeatureName,FeatureType,DimFullName,Value_mm,Value_in,Tolerance_Type,IsDriven,IsLinked,IsGlobalVar,EquationOrComment
G2FujaraTop-1,Default,finger holes,ICE,fipple_to_hole1@Sketch3@G2FujaraTop.Part,1157.2240,45.5600,N/A,FALSE,FALSE,FALSE,
G2FujaraTop-1,Default,finger holes,ICE,fipple_to_hole2@Sketch3@G2FujaraTop.Part,1242.3140,48.9100,N/A,FALSE,FALSE,FALSE,
G2FujaraTop-1,Default,finger holes,ICE,fipple_to_hole3@Sketch3@G2FujaraTop.Part,1412.4940,55.6100,N/A,FALSE,FALSE,FALSE,
G2FujaraTop-1,Default,Sketch3,ProfileFeature,hole3_diameter@Sketch3@G2FujaraTop.Part,7.6200,0.3000,N/A,FALSE,FALSE,FALSE,
G2FujaraTop-1,Default,Sketch3,ProfileFeature,hole2_diameter@Sketch3@G2FujaraTop.Part,7.6200,0.3000,N/A,FALSE,FALSE,FALSE,
G2FujaraTop-1,Default,Sketch3,ProfileFeature,hole1_diameter@Sketch3@G2FujaraTop.Part,7.6200,0.3000,N/A,FALSE,FALSE,FALSE,
G2FujaraTop-1,Default,Sketch3,ProfileFeature,fipple_to_hole1@Sketch3@G2FujaraTop.Part,1157.2240,45.5600,N/A,FALSE,FALSE,FALSE,
G2FujaraTop-1,Default,Sketch3,ProfileFeature,fipple_to_hole2@Sketch3@G2FujaraTop.Part,1242.3140,48.9100,N/A,FALSE,FALSE,FALSE,
G2FujaraTop-1,Default,Sketch3,ProfileFeature,fipple_to_hole3@Sketch3@G2FujaraTop.Part,1412.4940,55.6100,N/A,FALSE,FALSE,FALSE,
G2FujaraTop-1,Default,Sketch9,ProfileFeature,fipple_height@Sketch9@G2FujaraTop.Part,0.2540,0.0100,N/A,FALSE,FALSE,FALSE,
G2FujaraTop-1,Default,Sketch9,ProfileFeature,fipple_ramp_in@Sketch9@G2FujaraTop.Part,87.2665,3.4357,N/A,FALSE,FALSE,FALSE,
G2FujaraTop-1,Default,fipple inside chamfer,ICE,D1@fipple inside chamfer@G2FujaraTop.Part,12.7000,0.5000,N/A,FALSE,FALSE,FALSE,
G2FujaraTop-1,Default,fipple inside chamfer,ICE,fipple_height@Sketch9@G2FujaraTop.Part,0.2540,0.0100,N/A,FALSE,FALSE,FALSE,
G2FujaraTop-1,Default,fipple inside chamfer,ICE,fipple_ramp_in@Sketch9@G2FujaraTop.Part,87.2665,3.4357,N/A,FALSE,FALSE,FALSE,
G2FujaraTop-1,Default,Sketch9,ProfileFeature,fipple_height@Sketch9@G2FujaraTop.Part,0.2540,0.0100,N/A,FALSE,FALSE,FALSE,
G2FujaraTop-1,Default,Sketch9,ProfileFeature,fipple_ramp_in@Sketch9@G2FujaraTop.Part,87.2665,3.4357,N/A,FALSE,FALSE,FALSE,
G2FujaraTop-1,Default,Sketch8,ProfileFeature,flue_depth@Sketch8@G2FujaraTop.Part,0.8382,0.0330,N/A,FALSE,FALSE,FALSE,
G2FujaraTop-1,Default,flue,ICE,D1@flue@G2FujaraTop.Part,58.4200,2.3000,N/A,FALSE,FALSE,FALSE,
G2FujaraTop-1,Default,flue,ICE,flue_depth@Sketch8@G2FujaraTop.Part,0.8382,0.0330,N/A,FALSE,FALSE,FALSE,
G2FujaraTop-1,Default,Sketch8,ProfileFeature,flue_depth@Sketch8@G2FujaraTop.Part,0.8382,0.0330,N/A,FALSE,FALSE,FALSE,
G2FujaraTop-1,Default,Fillet1,Fillet,D1@Fillet1@G2FujaraTop.Part,0.3810,0.0150,N/A,FALSE,FALSE,FALSE,
G2FujaraTop-1,Default,Sketch10,ProfileFeature,dowel_pin_diameter@Sketch10@G2FujaraTop.Part,6.3500,0.2500,N/A,FALSE,FALSE,FALSE,
G2FujaraTop-1,Default,Sketch10,ProfileFeature,dowel_pin_location@Sketch10@G2FujaraTop.Part,15.8750,0.6250,N/A,FALSE,FALSE,FALSE,
G2FujaraTop-1,Default,dowel pin hole,ICE,depth@dowel pin hole@G2FujaraTop.Part,15.2400,0.6000,N/A,FALSE,FALSE,FALSE,
G2FujaraTop-1,Default,dowel pin hole,ICE,dowel_pin_diameter@Sketch10@G2FujaraTop.Part,6.3500,0.2500,N/A,FALSE,FALSE,FALSE,
G2FujaraTop-1,Default,dowel pin hole,ICE,dowel_pin_location@Sketch10@G2FujaraTop.Part,15.8750,0.6250,N/A,FALSE,FALSE,FALSE,
G2FujaraTop-1,Default,Sketch10,ProfileFeature,dowel_pin_diameter@Sketch10@G2FujaraTop.Part,6.3500,0.2500,N/A,FALSE,FALSE,FALSE,
G2FujaraTop-1,Default,Sketch10,ProfileFeature,dowel_pin_location@Sketch10@G2FujaraTop.Part,15.8750,0.6250,N/A,FALSE,FALSE,FALSE,
G2FujaraTop-1,Default,Sketch6,ProfileFeature,outer_diameter@Sketch6@G2FujaraTop.Part,47.6250,1.8750,N/A,FALSE,FALSE,FALSE,
G2FujaraTop-1,Default,outside diameter,ICE,outer_diameter@Sketch6@G2FujaraTop.Part,47.6250,1.8750,N/A,FALSE,FALSE,FALSE,
G2FujaraTop-1,Default,Sketch6,ProfileFeature,outer_diameter@Sketch6@G2FujaraTop.Part,47.6250,1.8750,N/A,FALSE,FALSE,FALSE,
G2FujaraTop-1,Default,Sketch11,ProfileFeature,groove_width@Sketch11@G2FujaraTop.Part,3.1750,0.1250,N/A,FALSE,FALSE,FALSE,
G2FujaraTop-1,Default,Sketch11,ProfileFeature,groove_depth@Sketch11@G2FujaraTop.Part,6.3500,0.2500,N/A,FALSE,FALSE,FALSE,
G2FujaraTop-1,Default,Sketch11,ProfileFeature,groove_location@Sketch11@G2FujaraTop.Part,47.6250,1.8750,N/A,TRUE,FALSE,FALSE,
G2FujaraTop-1,Default,Sketch11,ProfileFeature,finished_length@Sketch11@G2FujaraTop.Part,1755.7750,69.1250,N/A,FALSE,FALSE,FALSE,
G2FujaraTop-1,Default,end length locator,RevCut,D1@end length locator@G2FujaraTop.Part,6283.1853,247.3695,N/A,FALSE,FALSE,FALSE,
G2FujaraTop-1,Default,end length locator,RevCut,groove_width@Sketch11@G2FujaraTop.Part,3.1750,0.1250,N/A,FALSE,FALSE,FALSE,
G2FujaraTop-1,Default,end length locator,RevCut,groove_depth@Sketch11@G2FujaraTop.Part,6.3500,0.2500,N/A,FALSE,FALSE,FALSE,
G2FujaraTop-1,Default,end length locator,RevCut,groove_location@Sketch11@G2FujaraTop.Part,47.6250,1.8750,N/A,TRUE,FALSE,FALSE,
G2FujaraTop-1,Default,end length locator,RevCut,finished_length@Sketch11@G2FujaraTop.Part,1755.7750,69.1250,N/A,FALSE,FALSE,FALSE,
G2FujaraTop-1,Default,Sketch11,ProfileFeature,groove_width@Sketch11@G2FujaraTop.Part,3.1750,0.1250,N/A,FALSE,FALSE,FALSE,
G2FujaraTop-1,Default,Sketch11,ProfileFeature,groove_depth@Sketch11@G2FujaraTop.Part,6.3500,0.2500,N/A,FALSE,FALSE,FALSE,
G2FujaraTop-1,Default,Sketch11,ProfileFeature,groove_location@Sketch11@G2FujaraTop.Part,47.6250,1.8750,N/A,TRUE,FALSE,FALSE,
G2FujaraTop-1,Default,Sketch11,ProfileFeature,finished_length@Sketch11@G2FujaraTop.Part,1755.7750,69.1250,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,Sketch1,ProfileFeature,blank_length@Sketch1@FujaraBottomG2.Part,1803.4000,71.0000,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,Sketch1,ProfileFeature,blank_width@Sketch1@FujaraBottomG2.Part,57.1500,2.2500,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,wood block,Extrusion,thickness@wood block@FujaraBottomG2.Part,28.5750,1.1250,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,wood block,Extrusion,blank_length@Sketch1@FujaraBottomG2.Part,1803.4000,71.0000,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,wood block,Extrusion,blank_width@Sketch1@FujaraBottomG2.Part,57.1500,2.2500,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,Sketch1,ProfileFeature,blank_length@Sketch1@FujaraBottomG2.Part,1803.4000,71.0000,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,Sketch1,ProfileFeature,blank_width@Sketch1@FujaraBottomG2.Part,57.1500,2.2500,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,Sketch2,ProfileFeature,extralength@Sketch2@FujaraBottomG2.Part,31.7500,1.2500,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,Sketch2,ProfileFeature,inner_bore_radius@Sketch2@FujaraBottomG2.Part,15.8750,0.6250,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,inner bore,RevCut,D1@inner bore@FujaraBottomG2.Part,6283.1853,247.3695,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,inner bore,RevCut,extralength@Sketch2@FujaraBottomG2.Part,31.7500,1.2500,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,inner bore,RevCut,inner_bore_radius@Sketch2@FujaraBottomG2.Part,15.8750,0.6250,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,Sketch2,ProfileFeature,extralength@Sketch2@FujaraBottomG2.Part,31.7500,1.2500,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,Sketch2,ProfileFeature,inner_bore_radius@Sketch2@FujaraBottomG2.Part,15.8750,0.6250,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,Sketch5,ProfileFeature,mouthpiece_hole@Sketch5@FujaraBottomG2.Part,12.7000,0.5000,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,Sketch5,ProfileFeature,mouthpiece_location@Sketch5@FujaraBottomG2.Part,22.2250,0.8750,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,mouthpiece through hole,ICE,mouthpiece_hole@Sketch5@FujaraBottomG2.Part,12.7000,0.5000,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,mouthpiece through hole,ICE,mouthpiece_location@Sketch5@FujaraBottomG2.Part,22.2250,0.8750,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,Sketch5,ProfileFeature,mouthpiece_hole@Sketch5@FujaraBottomG2.Part,12.7000,0.5000,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,Sketch5,ProfileFeature,mouthpiece_location@Sketch5@FujaraBottomG2.Part,22.2250,0.8750,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,Sketch6,ProfileFeature,dowel_pin_diameter@Sketch6@FujaraBottomG2.Part,6.3500,0.2500,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,Sketch6,ProfileFeature,dowel_pin_location@Sketch6@FujaraBottomG2.Part,15.8750,0.6250,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,dowel pin hole,ICE,depth@dowel pin hole@FujaraBottomG2.Part,15.2400,0.6000,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,dowel pin hole,ICE,dowel_pin_diameter@Sketch6@FujaraBottomG2.Part,6.3500,0.2500,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,dowel pin hole,ICE,dowel_pin_location@Sketch6@FujaraBottomG2.Part,15.8750,0.6250,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,Sketch6,ProfileFeature,dowel_pin_diameter@Sketch6@FujaraBottomG2.Part,6.3500,0.2500,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,Sketch6,ProfileFeature,dowel_pin_location@Sketch6@FujaraBottomG2.Part,15.8750,0.6250,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,Sketch8,ProfileFeature,tube_diameter@Sketch8@FujaraBottomG2.Part,16.2560,0.6400,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,Sketch8,ProfileFeature,bracket_length@Sketch8@FujaraBottomG2.Part,691.1340,27.2100,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,mounting holes,ICE,counter_bore_depth@mounting holes@FujaraBottomG2.Part,10.3124,0.4060,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,mounting holes,ICE,tube_diameter@Sketch8@FujaraBottomG2.Part,16.2560,0.6400,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,mounting holes,ICE,bracket_length@Sketch8@FujaraBottomG2.Part,691.1340,27.2100,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,Sketch8,ProfileFeature,tube_diameter@Sketch8@FujaraBottomG2.Part,16.2560,0.6400,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,Sketch8,ProfileFeature,bracket_length@Sketch8@FujaraBottomG2.Part,691.1340,27.2100,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,Sketch3,ProfileFeature,outer_diameter@Sketch3@FujaraBottomG2.Part,47.6250,1.8750,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,outer diameter,ICE,outer_diameter@Sketch3@FujaraBottomG2.Part,47.6250,1.8750,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,Sketch3,ProfileFeature,outer_diameter@Sketch3@FujaraBottomG2.Part,47.6250,1.8750,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,Sketch7,ProfileFeature,groove_width@Sketch7@FujaraBottomG2.Part,3.1750,0.1250,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,Sketch7,ProfileFeature,groove_depth@Sketch7@FujaraBottomG2.Part,6.3500,0.2500,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,Sketch7,ProfileFeature,groove_location@Sketch7@FujaraBottomG2.Part,47.6250,1.8750,N/A,TRUE,FALSE,FALSE,
FujaraBottomG2-1,Default,Sketch7,ProfileFeature,finished_length@Sketch7@FujaraBottomG2.Part,1755.7750,69.1250,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,end length locator,RevCut,D1@end length locator@FujaraBottomG2.Part,6283.1853,247.3695,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,end length locator,RevCut,groove_width@Sketch7@FujaraBottomG2.Part,3.1750,0.1250,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,end length locator,RevCut,groove_depth@Sketch7@FujaraBottomG2.Part,6.3500,0.2500,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,end length locator,RevCut,groove_location@Sketch7@FujaraBottomG2.Part,47.6250,1.8750,N/A,TRUE,FALSE,FALSE,
FujaraBottomG2-1,Default,end length locator,RevCut,finished_length@Sketch7@FujaraBottomG2.Part,1755.7750,69.1250,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,Sketch7,ProfileFeature,groove_width@Sketch7@FujaraBottomG2.Part,3.1750,0.1250,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,Sketch7,ProfileFeature,groove_depth@Sketch7@FujaraBottomG2.Part,6.3500,0.2500,N/A,FALSE,FALSE,FALSE,
FujaraBottomG2-1,Default,Sketch7,ProfileFeature,groove_location@Sketch7@FujaraBottomG2.Part,47.6250,1.8750,N/A,TRUE,FALSE,FALSE,
FujaraBottomG2-1,Default,Sketch7,ProfileFeature,finished_length@Sketch7@FujaraBottomG2.Part,1755.7750,69.1250,N/A,FALSE,FALSE,FALSE,
G2Fujara_MouthpieceBottom-1,Default,Sketch1,ProfileFeature,blank_length@Sketch1@G2Fujara_MouthpieceBottom.Part,735.5840,28.9600,N/A,FALSE,FALSE,FALSE,
G2Fujara_MouthpieceBottom-1,Default,Sketch1,ProfileFeature,blank_width@Sketch1@G2Fujara_MouthpieceBottom.Part,38.1000,1.5000,N/A,FALSE,FALSE,FALSE,
G2Fujara_MouthpieceBottom-1,Default,wood block,Extrusion,thickness@wood block@G2Fujara_MouthpieceBottom.Part,15.8750,0.6250,N/A,FALSE,FALSE,FALSE,
G2Fujara_MouthpieceBottom-1,Default,wood block,Extrusion,blank_length@Sketch1@G2Fujara_MouthpieceBottom.Part,735.5840,28.9600,N/A,FALSE,FALSE,FALSE,
G2Fujara_MouthpieceBottom-1,Default,wood block,Extrusion,blank_width@Sketch1@G2Fujara_MouthpieceBottom.Part,38.1000,1.5000,N/A,FALSE,FALSE,FALSE,
G2Fujara_MouthpieceBottom-1,Default,Sketch1,ProfileFeature,blank_length@Sketch1@G2Fujara_MouthpieceBottom.Part,735.5840,28.9600,N/A,FALSE,FALSE,FALSE,
G2Fujara_MouthpieceBottom-1,Default,Sketch1,ProfileFeature,blank_width@Sketch1@G2Fujara_MouthpieceBottom.Part,38.1000,1.5000,N/A,FALSE,FALSE,FALSE,
G2Fujara_MouthpieceBottom-1,Default,Sketch2,ProfileFeature,inner_diameter@Sketch2@G2Fujara_MouthpieceBottom.Part,15.8750,0.6250,N/A,FALSE,FALSE,FALSE,
G2Fujara_MouthpieceBottom-1,Default,inner bore,ICE,inner_diameter@Sketch2@G2Fujara_MouthpieceBottom.Part,15.8750,0.6250,N/A,FALSE,FALSE,FALSE,
G2Fujara_MouthpieceBottom-1,Default,Sketch2,ProfileFeature,inner_diameter@Sketch2@G2Fujara_MouthpieceBottom.Part,15.8750,0.6250,N/A,FALSE,FALSE,FALSE,
G2Fujara_MouthpieceBottom-1,Default,Sketch3,ProfileFeature,mouthpiece_through_hole@Sketch3@G2Fujara_MouthpieceBottom.Part,12.7000,0.5000,N/A,FALSE,FALSE,FALSE,
G2Fujara_MouthpieceBottom-1,Default,Sketch3,ProfileFeature,mouthpiece_location@Sketch3@G2Fujara_MouthpieceBottom.Part,22.2250,0.8750,N/A,FALSE,FALSE,FALSE,
G2Fujara_MouthpieceBottom-1,Default,mouthpiece through hole,ICE,mouthpiece_through_hole@Sketch3@G2Fujara_MouthpieceBottom.Part,12.7000,0.5000,N/A,FALSE,FALSE,FALSE,
G2Fujara_MouthpieceBottom-1,Default,mouthpiece through hole,ICE,mouthpiece_location@Sketch3@G2Fujara_MouthpieceBottom.Part,22.2250,0.8750,N/A,FALSE,FALSE,FALSE,
