AssemblyConfigName,Component,ConfigName,FeatureName,FeatureType,DimFullName,Value_mm,Value_in,Tolerance_Type,IsDriven,IsLinked,IsGlobalVar,EquationOrComment
Default,G2FujaraTop-1,CNC_Flue1,finger holes,ICE,fipple_to_hole2@Sketch3@G2FujaraTop.Part,1242.3140,48.9100,N/A,FALSE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,finger holes,ICE,fipple_to_hole3@Sketch3@G2FujaraTop.Part,1412.4940,55.6100,N/A,FALSE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,Sketch3,ProfileFeature,hole3_diameter@Sketch3@G2FujaraTop.Part,7.6200,0.3000,N/A,FALSE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,Sketch3,ProfileFeature,hole2_diameter@Sketch3@G2FujaraTop.Part,7.6200,0.3000,N/A,FALSE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,Sketch3,ProfileFeature,hole1_diameter@Sketch3@G2FujaraTop.Part,7.6200,0.3000,N/A,FALSE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,Sketch3,ProfileFeature,fipple_to_hole1@Sketch3@G2FujaraTop.Part,1157.2240,45.5600,N/A,FALSE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,Sketch3,ProfileFeature,fipple_to_hole2@Sketch3@G2FujaraTop.Part,1242.3140,48.9100,N/A,FALSE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,Sketch3,ProfileFeature,fipple_to_hole3@Sketch3@G2FujaraTop.Part,1412.4940,55.6100,N/A,FALSE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,Sketch9,ProfileFeature,fipple_height@Sketch9@G2FujaraTop.Part,0.2540,0.0100,N/A,FALSE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,Sketch9,ProfileFeature,fipple_ramp_in@Sketch9@G2FujaraTop.Part,87.2665,3.4357,N/A,FALSE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,fipple inside chamfer,ICE,fipple_height@Sketch9@G2FujaraTop.Part,0.2540,0.0100,N/A,FALSE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,fipple inside chamfer,ICE,fipple_ramp_in@Sketch9@G2FujaraTop.Part,87.2665,3.4357,N/A,FALSE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,Sketch9,ProfileFeature,fipple_height@Sketch9@G2FujaraTop.Part,0.2540,0.0100,N/A,FALSE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,Sketch9,ProfileFeature,fipple_ramp_in@Sketch9@G2FujaraTop.Part,87.2665,3.4357,N/A,FALSE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,Sketch8,ProfileFeature,flue_depth@Sketch8@G2FujaraTop.Part,0.8382,0.0330,N/A,FALSE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,flue,ICE,flue_depth@Sketch8@G2FujaraTop.Part,0.8382,0.0330,N/A,FALSE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,Sketch8,ProfileFeature,flue_depth@Sketch8@G2FujaraTop.Part,0.8382,0.0330,N/A,FALSE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,Fillet1,Fillet,radius@Fillet1@G2FujaraTop.Part,0.3810,0.0150,N/A,FALSE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,Sketch10,ProfileFeature,dowel_pin_diameter@Sketch10@G2FujaraTop.Part,6.3500,0.2500,N/A,TRUE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,Sketch10,ProfileFeature,dowel_pin_location@Sketch10@G2FujaraTop.Part,15.8750,0.6250,N/A,FALSE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,dowel pin hole,ICE,depth@dowel pin hole@G2FujaraTop.Part,15.2400,0.6000,N/A,FALSE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,dowel pin hole,ICE,dowel_pin_diameter@Sketch10@G2FujaraTop.Part,6.3500,0.2500,N/A,TRUE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,dowel pin hole,ICE,dowel_pin_location@Sketch10@G2FujaraTop.Part,15.8750,0.6250,N/A,FALSE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,Sketch10,ProfileFeature,dowel_pin_diameter@Sketch10@G2FujaraTop.Part,6.3500,0.2500,N/A,TRUE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,Sketch10,ProfileFeature,dowel_pin_location@Sketch10@G2FujaraTop.Part,15.8750,0.6250,N/A,FALSE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,Chamfer1,Chamfer,D1@Chamfer1@G2FujaraTop.Part,16.7386,0.6590,N/A,FALSE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,Chamfer1,Chamfer,D2@Chamfer1@G2FujaraTop.Part,785.3982,30.9212,N/A,FALSE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,Sketch6,ProfileFeature,outer_diameter@Sketch6@G2FujaraTop.Part,47.6250,1.8750,N/A,TRUE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,outside diameter,ICE,outer_diameter@Sketch6@G2FujaraTop.Part,47.6250,1.8750,N/A,TRUE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,Sketch6,ProfileFeature,outer_diameter@Sketch6@G2FujaraTop.Part,47.6250,1.8750,N/A,TRUE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,Sketch11,ProfileFeature,groove_width@Sketch11@G2FujaraTop.Part,3.1750,0.1250,N/A,FALSE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,Sketch11,ProfileFeature,groove_depth@Sketch11@G2FujaraTop.Part,6.3500,0.2500,N/A,FALSE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,Sketch11,ProfileFeature,groove_location@Sketch11@G2FujaraTop.Part,47.6250,1.8750,N/A,TRUE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,Sketch11,ProfileFeature,finished_length@Sketch11@G2FujaraTop.Part,1755.7750,69.1250,N/A,TRUE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,end length locator,RevCut,D1@end length locator@G2FujaraTop.Part,6283.1853,247.3695,N/A,FALSE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,end length locator,RevCut,groove_width@Sketch11@G2FujaraTop.Part,3.1750,0.1250,N/A,FALSE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,end length locator,RevCut,groove_depth@Sketch11@G2FujaraTop.Part,6.3500,0.2500,N/A,FALSE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,end length locator,RevCut,groove_location@Sketch11@G2FujaraTop.Part,47.6250,1.8750,N/A,TRUE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,end length locator,RevCut,finished_length@Sketch11@G2FujaraTop.Part,1755.7750,69.1250,N/A,TRUE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,Sketch11,ProfileFeature,groove_width@Sketch11@G2FujaraTop.Part,3.1750,0.1250,N/A,FALSE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,Sketch11,ProfileFeature,groove_depth@Sketch11@G2FujaraTop.Part,6.3500,0.2500,N/A,FALSE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,Sketch11,ProfileFeature,groove_location@Sketch11@G2FujaraTop.Part,47.6250,1.8750,N/A,TRUE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,Sketch11,ProfileFeature,finished_length@Sketch11@G2FujaraTop.Part,1755.7750,69.1250,N/A,TRUE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,chamfer at foot,Chamfer,length@chamfer at foot@G2FujaraTop.Part,1.9050,0.0750,N/A,FALSE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,chamfer at foot,Chamfer,angle@chamfer at foot@G2FujaraTop.Part,785.3982,30.9212,N/A,FALSE,FALSE,FALSE,
Default,G2FujaraTop-1,CNC_Flue1,[Equation 0],Equation,,,,,,,TRUE,"""g_body_OD""= 47.625mm"
Default,G2FujaraTop-1,CNC_Flue1,[Equation 1],Equation,,,,,,,TRUE,"""g_body_ID""= 31.75mm"
Default,G2FujaraTop-1,CNC_Flue1,[Equation 2],Equation,,,,,,,TRUE,"""g_body_L_finished""= 1755.775mm"
Default,G2FujaraTop-1,CNC_Flue1,[Equation 3],Equation,,,,,,,TRUE,"""g_body_L_blank""= 1803.4mm"
Default,G2FujaraTop-1,CNC_Flue1,[Equation 4],Equation,,,,,,,TRUE,"""g_body_blank_W""= 57.15mm"
Default,G2FujaraTop-1,CNC_Flue1,[Equation 5],Equation,,,,,,,TRUE,"""g_dowel_OD""= 6.35mm"
Default,G2FujaraTop-1,CNC_Flue1,[Equation 6],Equation,,,,,,,TRUE,"""g_thru_passage_OD""= 12.7mm"
Default,G2FujaraTop-1,CNC_Flue1,[Equation 7],Equation,,,,,,,TRUE,"""g_glue_glap""= 0.0762mm"
Default,G2FujaraTop-1,CNC_Flue1,[Equation 8],Equation,,,,,,,TRUE,"""c_dowel_clearance""= 0mm"
Default,G2FujaraTop-1,CNC_Flue1,[Equation 9],Equation,,,,,,,FALSE,"""thickness@wood block""= ""g_body_blank_W"" / 2"
Default,G2FujaraTop-1,CNC_Flue1,[Equation 10],Equation,,,,,,,FALSE,"""blank_length@Sketch1""= ""g_body_L_blank"""
Default,G2FujaraTop-1,CNC_Flue1,[Equation 11],Equation,,,,,,,FALSE,"""blank_width@Sketch1""= ""g_body_blank_W"""
Default,G2FujaraTop-1,CNC_Flue1,[Equation 12],Equation,,,,,,,FALSE,"""bore_inner_radius@Sketch2""= ""g_body_ID"" / 2"
Default,G2FujaraTop-1,CNC_Flue1,[Equation 13],Equation,,,,,,,FALSE,"""outer_diameter@Sketch6""= ""g_body_OD"""
Default,G2FujaraTop-1,CNC_Flue1,[Equation 14],Equation,,,,,,,FALSE,"""finished_length@Sketch11""= ""g_body_L_finished"""
Default,G2FujaraTop-1,CNC_Flue1,[Equation 15],Equation,,,,,,,FALSE,"""dowel_pin_diameter@Sketch10""= ""g_dowel_OD"" + ""c_dowel_clearance"""
Default,G2Fujara_MouthpieceTop-2,Default,Sketch1,ProfileFeature,blank_length@Sketch1@G2Fujara_MouthpieceTop.Part,735.5840,28.9600,N/A,TRUE,FALSE,FALSE,
Default,G2Fujara_MouthpieceTop-2,Default,Sketch1,ProfileFeature,blank_width@Sketch1@G2Fujara_MouthpieceTop.Part,38.1000,1.5000,N/A,TRUE,FALSE,FALSE,
Default,G2Fujara_MouthpieceTop-2,Default,wood block,Extrusion,thickness@wood block@G2Fujara_MouthpieceTop.Part,19.0500,0.7500,N/A,TRUE,FALSE,FALSE,
Default,G2Fujara_MouthpieceTop-2,Default,wood block,Extrusion,blank_length@Sketch1@G2Fujara_MouthpieceTop.Part,735.5840,28.9600,N/A,TRUE,FALSE,FALSE,
Default,G2Fujara_MouthpieceTop-2,Default,wood block,Extrusion,blank_width@Sketch1@G2Fujara_MouthpieceTop.Part,38.1000,1.5000,N/A,TRUE,FALSE,FALSE,
Default,G2Fujara_MouthpieceTop-2,Default,Sketch1,ProfileFeature,blank_length@Sketch1@G2Fujara_MouthpieceTop.Part,735.5840,28.9600,N/A,TRUE,FALSE,FALSE,
Default,G2Fujara_MouthpieceTop-2,Default,Sketch1,ProfileFeature,blank_width@Sketch1@G2Fujara_MouthpieceTop.Part,38.1000,1.5000,N/A,TRUE,FALSE,FALSE,
Default,G2Fujara_MouthpieceTop-2,Default,Sketch2,ProfileFeature,inner_diameter@Sketch2@G2Fujara_MouthpieceTop.Part,15.9512,0.6280,N/A,TRUE,FALSE,FALSE,
Default,G2Fujara_MouthpieceTop-2,Default,inner bore,ICE,inner_diameter@Sketch2@G2Fujara_MouthpieceTop.Part,15.9512,0.6280,N/A,TRUE,FALSE,FALSE,
Default,G2Fujara_MouthpieceTop-2,Default,Sketch2,ProfileFeature,inner_diameter@Sketch2@G2Fujara_MouthpieceTop.Part,15.9512,0.6280,N/A,TRUE,FALSE,FALSE,
Default,G2Fujara_MouthpieceTop-2,Default,Sketch3,ProfileFeature,mouthpiece_diameter@Sketch3@G2Fujara_MouthpieceTop.Part,12.7762,0.5030,N/A,TRUE,FALSE,FALSE,
Default,G2Fujara_MouthpieceTop-2,Default,Sketch3,ProfileFeature,mouthpiece_location@Sketch3@G2Fujara_MouthpieceTop.Part,22.2250,0.8750,N/A,FALSE,FALSE,FALSE,
Default,G2Fujara_MouthpieceTop-2,Default,mouthpiece through hole,ICE,mouthpiece_diameter@Sketch3@G2Fujara_MouthpieceTop.Part,12.7762,0.5030,N/A,TRUE,FALSE,FALSE,
Default,G2Fujara_MouthpieceTop-2,Default,mouthpiece through hole,ICE,mouthpiece_location@Sketch3@G2Fujara_MouthpieceTop.Part,22.2250,0.8750,N/A,FALSE,FALSE,FALSE,
Default,G2Fujara_MouthpieceTop-2,Default,Sketch3,ProfileFeature,mouthpiece_diameter@Sketch3@G2Fujara_MouthpieceTop.Part,12.7762,0.5030,N/A,TRUE,FALSE,FALSE,
Default,G2Fujara_MouthpieceTop-2,Default,Sketch3,ProfileFeature,mouthpiece_location@Sketch3@G2Fujara_MouthpieceTop.Part,22.2250,0.8750,N/A,FALSE,FALSE,FALSE,
Default,G2Fujara_MouthpieceTop-2,Default,Sketch5,ProfileFeature,counterbore_diameter@Sketch5@G2Fujara_MouthpieceTop.Part,16.2560,0.6400,N/A,TRUE,FALSE,FALSE,
Default,G2Fujara_MouthpieceTop-2,Default,counterbore,ICE,depth@counterbore@G2Fujara_MouthpieceTop.Part,5.5499,0.2185,N/A,FALSE,FALSE,FALSE,
Default,G2Fujara_MouthpieceTop-2,Default,counterbore,ICE,counterbore_diameter@Sketch5@G2Fujara_MouthpieceTop.Part,16.2560,0.6400,N/A,TRUE,FALSE,FALSE,
Default,G2Fujara_MouthpieceTop-2,Default,Sketch5,ProfileFeature,counterbore_diameter@Sketch5@G2Fujara_MouthpieceTop.Part,16.2560,0.6400,N/A,TRUE,FALSE,FALSE,
Default,G2Fujara_MouthpieceTop-2,Default,Sketch4,ProfileFeature,outer_diameter@Sketch4@G2Fujara_MouthpieceTop.Part,28.5750,1.1250,N/A,TRUE,FALSE,FALSE,
Default,G2Fujara_MouthpieceTop-2,Default,outer diameter,ICE,outer_diameter@Sketch4@G2Fujara_MouthpieceTop.Part,28.5750,1.1250,N/A,TRUE,FALSE,FALSE,
Default,G2Fujara_MouthpieceTop-2,Default,Sketch4,ProfileFeature,outer_diameter@Sketch4@G2Fujara_MouthpieceTop.Part,28.5750,1.1250,N/A,TRUE,FALSE,FALSE,
Default,G2Fujara_MouthpieceTop-2,Default,[Equation 0],Equation,,,,,,,TRUE,"""g_mp_block_OD""= 28.575mm"
Default,G2Fujara_MouthpieceTop-2,Default,[Equation 1],Equation,,,,,,,TRUE,"""g_mp_block_ID""= 15.875mm"
Default,G2Fujara_MouthpieceTop-2,Default,[Equation 2],Equation,,,,,,,TRUE,"""g_mp_block_L_blank""= 735.584mm"
Default,G2Fujara_MouthpieceTop-2,Default,[Equation 3],Equation,,,,,,,TRUE,"""g_mp_block_blank_W""= 38.1mm"
Default,G2Fujara_MouthpieceTop-2,Default,[Equation 4],Equation,,,,,,,TRUE,"""g_mp_tube_OD""= 15.875mm"
Default,G2Fujara_MouthpieceTop-2,Default,[Equation 5],Equation,,,,,,,TRUE,"""g_thru_passage_OD""= 12.7mm"
Default,G2Fujara_MouthpieceTop-2,Default,[Equation 6],Equation,,,,,,,TRUE,"""c_glue_gap""= 0.0762mm"
Default,G2Fujara_MouthpieceTop-2,Default,[Equation 7],Equation,,,,,,,TRUE,"""c_slip_fit""= 0.381mm"
Default,G2Fujara_MouthpieceTop-2,Default,[Equation 8],Equation,,,,,,,FALSE,"""thickness@wood block""= ""g_mp_block_blank_W"" / 2"
Default,G2Fujara_MouthpieceTop-2,Default,[Equation 9],Equation,,,,,,,FALSE,"""blank_length@Sketch1""= ""g_mp_block_L_blank"""
Default,G2Fujara_MouthpieceTop-2,Default,[Equation 10],Equation,,,,,,,FALSE,"""blank_width@Sketch1""= ""g_mp_block_blank_W"""
Default,G2Fujara_MouthpieceTop-2,Default,[Equation 11],Equation,,,,,,,FALSE,"""outer_diameter@Sketch4""= ""g_mp_block_OD"""
Default,G2Fujara_MouthpieceTop-2,Default,[Equation 12],Equation,,,,,,,FALSE,"""inner_diameter@Sketch2""= ""g_mp_block_ID"" + ""c_glue_gap"""
Default,G2Fujara_MouthpieceTop-2,Default,[Equation 13],Equation,,,,,,,FALSE,"""mouthpiece_diameter@Sketch3""= ""g_thru_passage_OD"" + ""c_glue_gap"""
Default,G2Fujara_MouthpieceTop-2,Default,[Equation 14],Equation,,,,,,,FALSE,"""counterbore_diameter@Sketch5""= ""g_mp_tube_OD"" + ""c_slip_fit"""
Default,mouthpiece-3,Default,Sketch2,ProfileFeature,mouthpiece_outer_diameter@Sketch2@mouthpiece.Part,15.8750,0.6250,N/A,FALSE,FALSE,FALSE,
Default,mouthpiece-3,Default,Sketch2,ProfileFeature,mouthpiece_inner_diameter@Sketch2@mouthpiece.Part,9.5250,0.3750,N/A,FALSE,FALSE,FALSE,
Default,mouthpiece-3,Default,tube,Extrusion,height@tube@mouthpiece.Part,50.8000,2.0000,N/A,FALSE,FALSE,FALSE,
Default,mouthpiece-3,Default,tube,Extrusion,mouthpiece_outer_diameter@Sketch2@mouthpiece.Part,15.8750,0.6250,N/A,FALSE,FALSE,FALSE,
Default,mouthpiece-3,Default,tube,Extrusion,mouthpiece_inner_diameter@Sketch2@mouthpiece.Part,9.5250,0.3750,N/A,FALSE,FALSE,FALSE,
